Stkcd,Accper,total_assets,tptal_liability,total_equity,operating profit
300108,2017-12-31,3154645192.98,1205893207.64,1948751985.34,256152433.29
300108,2018-06-30,3641143313.93,1611246542.59,2029896771.34,94717954.0
300109,2014-06-30,432641467.75,48458311.12,384183156.63,15907414.8
300109,2014-12-31,474629256.91,74382157.86,400247099.05,34892736.33
300109,2015-06-30,478934638.79,64322360.09,414612278.7,29928070.35
300109,2015-12-31,1235973627.53,73108803.28,1162864824.25,66072423.61
300109,2016-06-30,1560775841.69,372318344.07,1188457497.62,49374851.68
300109,2016-12-31,1309901362.67,83321533.57,1226579829.1,92500944.43
300109,2017-06-30,1370076543.85,108975714.47,1261100829.38,58575114.52
300109,2017-12-31,1958639629.26,656223964.13,1302415665.13,106570208.61
300109,2018-06-30,2071298894.0,830293317.0,1241005577.0,64202297.9
300110,2014-06-30,2266490306.49,797214900.75,1469275405.74,39207114.19
300110,2014-12-31,2621597844.63,1141893253.84,1479704590.79,65068965.09
300110,2015-06-30,2649927500.83,1178017356.78,1471910144.05,22596891.19
300110,2015-12-31,2748766936.32,1308801958.57,1439964977.75,22655254.08
300110,2016-06-30,2760681895.15,1318837824.7,1441844070.45,2975396.79
300110,2016-12-31,2724915464.19,1199015654.42,1525899809.77,32237528.02
300110,2017-06-30,2799643146.65,1274429754.93,1525213391.72,13032040.15
300110,2017-12-31,2887101982.52,1338912130.84,1548189851.68,63823752.46
300110,2018-06-30,3276252192.91,1048757594.35,2227494598.56,19621609.06
300111,2014-06-30,2987191026.37,1839972254.96,1147218771.41,-21768901.29
300111,2014-12-31,3153899526.73,1977498191.01,1176401335.72,33034579.95
300111,2015-06-30,3181639722.6,1996890000.83,1184749721.77,300892.32
300111,2015-12-31,3078740539.73,1812968676.65,1265771863.08,98630783.46
300111,2016-06-30,2966974763.05,1647432039.65,1319542723.4,72200800.43
300111,2016-12-31,2803786891.75,1503064671.86,1300722219.89,82959371.17
300111,2017-06-30,2772455552.25,1470097124.95,1302358427.3,7874561.25
300111,2017-12-31,2695680963.72,1382695281.5,1312985682.22,3701383.21
300111,2018-06-30,2415330930.72,1294435992.14,1120894938.58,-195819881.64
300112,2014-06-30,565429830.43,68067602.98,497362227.45,20069614.24
300112,2014-12-31,606661062.33,99174777.69,507486284.64,29313711.06
300112,2015-06-30,612048727.4,90097976.65,521950750.75,14033390.35
300112,2015-12-31,920234669.15,194132535.37,726102133.78,14102125.25
300112,2016-06-30,923762414.51,184314729.08,739447685.43,7191149.98
300112,2016-12-31,939080470.31,188699115.39,750381354.92,21658849.5
300112,2017-06-30,930934905.09,178591404.94,752343500.15,13549348.53
300112,2017-12-31,1196062010.64,233541328.37,962520682.27,60161864.03
300112,2018-06-30,1163348244.05,220375882.47,942972361.58,17055976.24
300113,2014-06-30,1052499959.89,170171106.17,882328853.72,38545590.78
300113,2014-12-31,1327557509.69,291604227.91,1035953281.78,142583867.36
300113,2015-06-30,1436616216.01,273645939.12,1162970276.89,116954569.41
300113,2015-12-31,1908891011.07,418165471.99,1490725539.08,326836413.92
300113,2016-06-30,2776048097.62,572263560.2,2203784537.42,305883636.39
300113,2016-12-31,3412117720.22,837667958.41,2574449761.81,682641486.82
300113,2017-06-30,3621653819.45,729705262.72,2891948556.73,292354688.37
300113,2017-12-31,3980516361.79,787284208.85,3193232152.94,674864399.01
300113,2018-06-30,3884822008.2,635063923.24,3249758084.96,359909026.62
300114,2014-06-30,1227376784.86,307384648.25,919992136.61,35584114.1
300114,2014-12-31,1655361091.81,406257337.32,1249103754.49,110892007.18
300114,2015-06-30,1719882987.63,417750310.08,1302132677.55,72812504.53
300114,2015-12-31,1810138881.33,456653982.83,1353484898.5,130438700.99
300114,2016-06-30,1858480222.26,464763072.12,1393717150.14,77866067.1
300114,2016-12-31,1934397931.21,490754107.29,1443643823.92,137029655.9
300114,2017-06-30,2060666188.18,571298443.45,1489367744.73,84706888.38
300114,2017-12-31,2211444983.27,644027924.96,1567417058.31,174653834.69
300114,2018-06-30,2200679114.43,559155992.09,1641523122.34,116272425.21
300115,2014-06-30,2657881360.72,789402923.63,1868478437.09,142602727.72
300115,2014-12-31,3908454488.54,1867554639.9,2040899848.64,327189592.46
300115,2015-06-30,4823496738.57,1701953318.93,3121543419.64,264866719.34
300115,2015-12-31,5083946161.41,1724032006.39,3359914155.02,495635268.38
300115,2016-06-30,6398560216.03,2737653691.75,3660906524.28,362227784.3
300115,2016-12-31,8182562185.75,3991924787.56,4190637398.19,736383242.34
300115,2017-06-30,8516180577.81,4186661089.49,4329519488.32,415888220.2
300115,2017-12-31,10083492109.94,5429231374.35,4654260735.59,656512435.23
300115,2018-06-30,9893928934.0,5263123237.52,4630805696.48,65856615.94
300116,2014-06-30,747797673.88,270392523.19,477405150.69,-956781.49
300116,2014-12-31,1447471819.92,517037248.19,930434571.73,9784248.51
300116,2015-06-30,1329158605.48,393987910.02,935170695.46,12146693.41
300116,2015-12-31,1454135992.08,492666232.96,961469759.12,44929816.52
300116,2016-06-30,1451065124.91,474963830.28,976101294.63,-11134710.67
300116,2016-12-31,20901514215.88,13045771793.99,7855742421.89,519163753.38
300116,2017-06-30,28321235947.89,19898667688.71,8422568259.18,731549369.3
300116,2017-12-31,29526801844.06,25433125608.76,4093676235.3,-3636771486.96
300116,2018-06-30,24576667622.09,22167371059.71,2409296562.38,-1836374695.16
300117,2014-06-30,3023920712.78,1732620542.03,1291300170.75,26214275.57
300117,2014-12-31,3587174662.17,2280581501.79,1306593160.38,27973222.71
300117,2015-06-30,3878686604.44,2542837558.84,1335849045.6,29907508.46
300117,2015-12-31,4241691953.54,2888506390.6,1353185562.94,34488999.43
300117,2016-06-30,4183357565.42,2794658887.31,1388698678.11,34468052.97
300117,2016-12-31,4538173848.13,3122614700.78,1415559147.35,63825153.9
300117,2017-06-30,5069879246.32,3604793344.22,1465085902.1,70966966.2
300117,2017-12-31,5560538824.31,4039767328.27,1520771496.04,97603575.98
300117,2018-06-30,6792955844.0,5220538191.31,1572417652.69,68785898.27
300118,2014-06-30,4704897124.62,2626626106.97,2078271017.65,-19174496.75
300118,2014-12-31,5870627656.81,3078378614.56,2792249042.25,128020328.73
300118,2015-06-30,7027371516.14,4134272326.14,2893099190.0,138452559.82
300118,2015-12-31,8486439370.6,5346484153.49,3139955217.11,430639070.06
300118,2016-06-30,10687432087.78,6932317442.71,3755114645.07,357979910.11
300118,2016-12-31,9964655400.55,6007591566.05,3957063834.5,703355706.73
300118,2017-06-30,15573982200.71,8314031369.84,7259950830.87,368766453.94
300118,2017-12-31,16511042058.99,8975933620.97,7535108438.02,787505022.13
300118,2018-06-30,18530835636.56,10542540361.59,7988295274.97,131829059.47
300119,2014-06-30,1974383855.13,237618554.29,1736765300.84,28369005.77
300119,2014-12-31,1982943818.49,257231012.2,1725712806.29,20754895.19
300119,2015-06-30,2308479339.14,495187635.26,1813291703.88,46684302.59
300119,2015-12-31,2348598918.34,579765211.54,1768833706.8,125282125.29
300119,2016-06-30,2368337386.87,588209021.97,1780128364.9,57599480.83
300119,2016-12-31,2733170733.53,627741029.95,2105429703.58,149544501.34
300119,2017-06-30,2795595735.54,686149600.95,2109446134.59,69274032.9
300119,2017-12-31,2924214309.69,747952355.25,2176261954.44,142075049.53
300119,2018-06-30,2851599276.64,656994778.84,2194604497.8,93873831.45
300120,2014-06-30,662583545.47,59426968.65,603156576.82,4032286.01
300120,2014-12-31,709346228.28,107671670.43,601674557.85,3260612.58
300120,2015-06-30,675949316.56,68078304.57,607871011.99,4719105.69
300120,2015-12-31,767453966.03,102709849.86,664744116.17,3888402.26
300120,2016-06-30,805245878.2,144609682.05,660636196.15,5544801.77
300120,2016-12-31,759974725.21,78226589.53,681748135.68,17628367.48
300120,2017-06-30,847493673.86,150753017.63,696740656.23,20276500.61
300120,2017-12-31,2676005097.95,797540801.82,1878464296.13,67308441.15
300120,2018-06-30,2765858665.03,878331219.27,1887527445.76,63820345.77
300121,2014-06-30,1180546289.47,715385202.02,465161087.45,21510444.27
300121,2014-12-31,1218084504.32,747265419.5,470819084.82,17564368.16
300121,2015-06-30,1302985066.78,813237304.91,489747761.87,23381871.7
300121,2015-12-31,1241256247.92,742204855.34,499051392.58,46619947.94
300121,2016-06-30,1354757659.34,806864155.6,547893503.74,71174505.67
300121,2016-12-31,1411974299.24,759165622.25,652808676.99,187711066.18
300121,2017-06-30,1438108459.36,709129010.03,728979449.33,99039146.96
300121,2017-12-31,1623623530.04,767959689.61,855663840.43,249968011.72
300121,2018-06-30,2245264759.91,686502067.34,1558762692.57,267703155.36
300122,2014-06-30,2601788214.68,191571785.19,2410216429.49,111975546.97
300122,2014-12-31,2714455572.85,256716840.31,2457738732.54,172072890.74
300122,2015-06-30,2684915304.05,197032139.95,2487883164.1,123334916.96
300122,2015-12-31,2681630814.62,212402000.77,2469228813.85,220628307.4
300122,2016-06-30,2660522146.26,159746631.15,2500775515.11,9258380.98
300122,2016-12-31,2709470600.71,188213633.7,2521256967.01,28783477.63
300122,2017-06-30,3227685014.43,550637961.9,2677047052.53,196668076.26
300122,2017-12-31,4105898074.91,1168365707.22,2937532367.69,512240491.07
300122,2018-06-30,5487588216.73,2075677375.12,3411910841.61,804441942.32
300123,2014-06-30,1308179462.55,376707791.06,931471671.49,10335583.09
300123,2014-12-31,1457574379.52,508747899.07,948826480.45,-1468612.34
300123,2015-06-30,1488838579.51,548552335.05,940286244.46,-11584132.49
300123,2015-12-31,1803036623.57,840858291.92,962178331.65,9528024.1
300123,2016-06-30,1863685517.7,912815019.35,950870498.35,3665113.36
300123,2016-12-31,2180083531.21,1000615265.53,1179468265.68,4938819.27
300123,2017-06-30,2177703545.61,988567548.4,1189135997.21,8182969.4
300123,2017-12-31,6551415111.54,1875538259.4,4675876852.14,123213663.5
300123,2018-06-30,7092184048.13,2369607242.59,4722576805.54,68965100.68
300124,2014-06-30,3805165872.34,578860756.27,3226305116.07,273901720.67
300124,2014-12-31,4671292137.49,1025358433.64,3645933703.85,616774639.22
300124,2015-06-30,4806653868.18,1050392397.41,3756261470.77,296478789.4
300124,2015-12-31,5946514568.02,1656686668.77,4289827899.25,724819911.63
300124,2016-06-30,5823516640.67,1516778671.26,4306737969.41,339754675.71
300124,2016-12-31,7973872037.37,2991578719.34,4982293318.03,832089034.51
300124,2017-06-30,8628042316.42,3579046101.23,5048996215.19,470786481.32
300124,2017-12-31,9047119842.62,3321643907.04,5725475935.58,1184633769.62
300124,2018-06-30,9436601754.59,3599654759.13,5836946995.46,552875941.33
300125,2014-06-30,1612149598.29,355032836.48,1257116761.81,12159145.64
300125,2014-12-31,2371114916.26,1111177753.54,1259937162.72,16080076.18
300125,2015-06-30,2184644503.48,1094372056.38,1090272447.1,-21140315.4
300125,2015-12-31,1971013863.04,853434181.37,1117579681.67,-28811952.35
300125,2016-06-30,1915325496.63,823985326.53,1091340170.1,-23807393.36
300125,2016-12-31,1734183287.8,680847498.48,1053335789.32,-81414730.62
300125,2017-06-30,1656389224.14,618785017.13,1037604207.01,-13056617.04
300125,2017-12-31,1397739483.7,600314112.13,797425371.57,-265232952.18
300125,2018-06-30,1338753669.36,520373014.78,818380654.58,19362212.75
300126,2014-06-30,1174410261.35,155669307.56,1018740953.79,30877346.16
300126,2014-12-31,1238198616.06,189745544.2,1048453071.86,60965370.73
300126,2015-06-30,1244249885.84,210106070.99,1034143814.85,20473587.06
300126,2015-12-31,1266107611.93,218874444.74,1047233167.19,5126933.07
300126,2016-06-30,1309410037.0,266614213.26,1042795823.74,10774058.51
300126,2016-12-31,1295882256.51,260964398.13,1034917858.38,4810827.79
300126,2017-06-30,1277698272.05,237925244.19,1039773027.86,29076.06
300126,2017-12-31,1282456480.12,244712835.15,1037743644.97,3196563.62
300126,2018-06-30,1309373890.97,287495214.85,1021878676.12,-18693319.61
300127,2014-06-30,1050569278.36,79309351.91,971259926.45,38293382.2
300127,2014-12-31,1103097018.1,93479545.4,1009617472.7,78701742.6
300127,2015-06-30,1075862389.01,77555361.73,998307027.28,43061569.41
300127,2015-12-31,1132245847.87,77447207.03,1054798640.84,107670551.07
300127,2016-06-30,1123401283.82,81364384.47,1042036899.35,61903416.01
300127,2016-12-31,1188225124.83,79887110.84,1108338013.99,136626241.53
300127,2017-06-30,1210756936.22,73594906.07,1137162030.15,67398912.94
300127,2017-12-31,1291430760.68,70884507.69,1220546252.99,223962718.56
300127,2018-06-30,1217214415.69,64227517.98,1152986897.71,93282661.46
300128,2014-06-30,2389338620.45,955610248.08,1433728372.37,89099618.23
300128,2014-12-31,3901640609.55,1428780279.73,2472860329.82,93060325.79
300128,2015-06-30,3846207954.15,1292710722.6,2553497231.55,-8294114.68
300128,2015-12-31,3314601973.73,1019209280.49,2295392693.24,-243959403.12
300128,2016-06-30,3205241818.14,952503700.0,2252738118.14,-61208113.54
300128,2016-12-31,3515829362.93,1461372413.72,2054456949.21,-236300169.58
300128,2017-06-30,3423278362.6,1360619184.24,2062659178.36,1185838.31
300128,2017-12-31,3919511947.72,1761995869.39,2157516078.33,96396878.81
300128,2018-06-30,4268704265.65,2116203900.18,2152500365.47,-2670655.76
300129,2014-06-30,2527147268.88,860480452.73,1666666816.15,60842601.76
300129,2014-12-31,2771056609.85,1057964112.67,1713092497.18,128730930.47
300129,2015-06-30,2847399313.07,1108174894.06,1739224419.01,93500027.4
300129,2015-12-31,3110091049.2,1146905819.41,1963185229.79,195080320.43
300129,2016-06-30,2961087288.09,921118666.57,2039968621.52,123494362.11
300129,2016-12-31,3054499461.95,904211568.98,2150287892.97,256624868.78
300129,2017-06-30,3111752972.57,899499286.19,2212253686.38,102619862.86
300129,2017-12-31,3217674304.31,960232073.5,2257442230.81,173642113.94
300129,2018-06-30,3303495135.38,1091739364.78,2211755770.6,14874839.18
300130,2014-06-30,1312594397.34,227007626.25,1085586771.09,38137078.89
300130,2014-12-31,1381259985.93,247958295.61,1133301690.32,35832045.47
300130,2015-06-30,1560333171.24,379553793.98,1180779377.26,16280890.17
300130,2015-12-31,1822478469.09,556289431.27,1266189037.82,29658771.33
300130,2016-06-30,2513076910.98,1200964652.72,1312112258.26,14419769.87
300130,2016-12-31,2796758012.45,1320437183.43,1476320829.02,59028129.29
300130,2017-06-30,2682342716.06,1147882158.67,1534460557.39,30721331.14
300130,2017-12-31,3894304556.05,1874044677.45,2020259878.6,94976826.62
300130,2018-06-30,3943798326.92,1886184799.01,2057613527.91,68238259.84
300131,2014-06-30,979285178.99,442339441.62,536945737.37,-1861240.48
300131,2014-12-31,969557188.2,406396312.91,563160875.29,27301776.04
300131,2015-06-30,754114944.53,177639881.97,576475062.56,1062090.93
300131,2015-12-31,2513528196.46,772097076.59,1741431119.87,47827778.97
300131,2016-06-30,2920273753.32,1095859508.19,1824414245.13,110086279.5
300131,2016-12-31,3616760956.35,1667354692.08,1949406264.27,239585137.31
300131,2017-06-30,4304054241.75,2373001580.09,1931052661.66,103037065.84
300131,2017-12-31,5115830831.74,3053493902.8,2062336928.94,209516498.78
300131,2018-06-30,6047451157.07,4204379434.59,1843071722.48,154718259.43
300132,2014-06-30,1058751484.76,472932618.71,585818866.05,44928547.29
300132,2014-12-31,1054649377.09,454057050.51,600592326.58,57111896.61
300132,2015-06-30,1036630681.01,440259447.18,596371233.83,6009562.77
300132,2015-12-31,902390329.22,302066431.48,600323897.74,-3047636.88
300132,2016-06-30,687144843.48,72822099.3,614322744.18,14633877.88
300132,2016-12-31,715329897.85,80748775.41,634581122.44,41053939.14
300132,2017-06-30,767918562.96,92485965.76,675432597.2,52428588.66
300132,2017-12-31,951402536.9,223377697.71,728024839.19,127652352.41
300132,2018-06-30,1199659592.46,344519749.29,855139843.17,179215831.53
300133,2014-06-30,4492179380.43,1177279012.44,3314900367.99,242780220.76
300133,2014-12-31,5023549735.28,1643239156.2,3380310579.08,422682674.26
300133,2015-06-30,5376225736.23,1650297240.0,3725928496.23,244493016.74
300133,2015-12-31,8152504265.56,2192275472.15,5960228793.41,476142646.61
300133,2016-06-30,9496294672.55,3280889545.48,6215405127.07,332268823.2
300133,2016-12-31,10383849176.47,3876581399.31,6507267777.16,461042674.35
300133,2017-06-30,11273940335.72,4548148297.69,6725792038.03,303590466.02
300133,2017-12-31,12538906893.37,5532070111.64,7006836781.73,702295791.39
300133,2018-06-30,12681895236.1,5509227612.23,7172667623.87,330281326.17
300134,2014-06-30,3462624213.49,887690803.18,2574933410.31,443357612.1
300134,2014-12-31,3461941615.96,883216449.72,2578725166.24,563131124.75
300134,2015-06-30,3932923457.97,1430022079.12,2502901378.85,38481042.1
300134,2015-12-31,4349268402.13,1797729199.15,2551539202.98,86421943.64
300134,2016-06-30,4544718099.94,2073815749.45,2470902350.49,42974479.31
300134,2016-12-31,7792730419.72,1918085483.7,5874644936.02,28488756.91
300134,2017-06-30,7440256273.59,1657939176.34,5782317097.25,-113961293.69
300134,2017-12-31,7073604843.19,1725715111.6,5347889731.59,-593681001.35
300134,2018-06-30,6879528576.31,1552396425.9,5327132150.41,-29776222.25
300135,2014-06-30,2663591915.91,1513641158.83,1149950757.08,49359671.54
300135,2014-12-31,2365679355.19,1192890095.72,1172789259.47,76279922.13
300135,2015-06-30,3445032434.93,2275287726.66,1169744708.27,36616847.54
300135,2015-12-31,2793738236.36,1630177648.28,1163560588.08,41868587.95
300135,2016-06-30,2512845271.31,1329094952.9,1183750318.41,26474893.22
300135,2016-12-31,2902248444.51,1714816857.38,1187431587.13,41646676.68
300135,2017-06-30,2811228391.5,1595798748.68,1215429642.82,-12924576.16
300135,2017-12-31,3065816565.14,1862306020.13,1203510545.01,-5253539.43
300135,2018-06-30,3257859778.78,2025851723.94,1232008054.84,37512097.48
300136,2014-06-30,846793690.41,198617334.27,648176356.14,26705277.22
300136,2014-12-31,1046447446.04,373542279.71,672905166.33,62849544.34
300136,2015-06-30,1214951609.86,484182369.6,730769240.26,77401646.64
300136,2015-12-31,1947038369.51,557199488.97,1389838880.54,248835748.95
300136,2016-06-30,2216867991.28,676527624.75,1540340366.53,181567030.19
300136,2016-12-31,3163204173.64,1211856904.77,1951347268.87,454509307.25
300136,2017-06-30,3823086377.03,1488765448.15,2334320928.88,354206918.18
300136,2017-12-31,5333210322.44,2552875004.25,2780335318.19,1064348631.97
300136,2018-06-30,5580186272.59,2361610846.39,3218575426.2,505853588.34
300137,2014-06-30,1119259021.54,121529535.7,997729485.84,16161791.04
300137,2014-12-31,1195293996.77,155196716.22,1040097280.55,58119901.81
300137,2015-06-30,1609829588.28,250581409.74,1359248178.54,38053558.03
300137,2015-12-31,1628914433.97,224374951.56,1404539482.41,97114134.79
300137,2016-06-30,1671853110.89,235449706.6,1436403404.29,52243070.61
300137,2016-12-31,1785402740.52,289613470.59,1495789269.93,112807150.15
300137,2017-06-30,1758661063.63,248759245.56,1509901818.07,60796172.56
300137,2017-12-31,2120996274.54,467304962.26,1653691312.28,232260798.38
300137,2018-06-30,2108791228.7,382458409.71,1726332818.99,93018731.27
300138,2014-06-30,1467691040.26,471506591.62,996184448.64,49406.8
300138,2014-12-31,1508212385.27,499690433.66,1008521951.61,11715392.76
300138,2015-06-30,1399662163.37,350650577.04,1049011586.33,33857810.66
300138,2015-12-31,1991269824.0,564119156.87,1427150667.13,57481122.23
300138,2016-06-30,1928452708.05,433195132.6,1495257575.45,61863165.14
300138,2016-12-31,2492400096.21,967458003.89,1524942092.32,96890363.73
300138,2017-06-30,2423911464.28,848026474.85,1575884989.43,76966516.03
300138,2017-12-31,2872804942.41,1248882438.63,1623922503.78,131200390.26
300138,2018-06-30,2985667296.53,1293279295.6,1692388000.93,103971173.33
300139,2014-06-30,1343403445.8,126054904.4,1217348541.4,38735873.34
300139,2014-12-31,1340013752.56,105053357.65,1234960394.91,69803893.14
300139,2015-06-30,1396555279.26,120963850.62,1275591428.64,47681844.23
300139,2015-12-31,1434353699.86,135348271.46,1299005428.4,37091823.33
300139,2016-06-30,1407593365.93,99880178.99,1307713186.94,6806732.02
300139,2016-12-31,1451994291.25,115742823.4,1336251467.85,27411093.79
300139,2017-06-30,1608990358.92,274111892.3,1334878466.62,14511408.91
300139,2017-12-31,1501792148.46,387148601.24,1114643547.22,-162555116.98
300139,2018-06-30,1414789683.69,290191146.78,1124598536.91,1488029.62
300140,2014-06-30,1010517793.9,149097359.92,861420433.98,7040776.81
300140,2014-12-31,1099166392.42,176035769.89,923130622.53,13946584.79
300140,2015-06-30,1109319616.77,196870613.29,912449003.48,-1909439.88
300140,2015-12-31,1158076120.57,232922918.9,925153201.67,12089360.78
300140,2016-06-30,1157948016.93,243377412.25,914570604.68,459168.81
300140,2016-12-31,3185724536.78,1758177573.2,1427546963.58,101849263.07
300140,2017-06-30,3550584876.43,2099130250.43,1451454626.0,28620997.9
300140,2017-12-31,3648620694.14,2143436508.8,1505184185.34,89202557.65
300140,2018-06-30,3943031225.03,2484957012.1,1458074212.93,-27566542.32
300141,2014-06-30,789735250.94,132562873.63,657172377.31,31116502.39
300141,2014-12-31,818949882.05,131249945.35,687699936.7,58476628.29
300141,2015-06-30,781069521.81,92923622.76,688145899.05,19670200.21
300141,2015-12-31,862074427.6,159132437.19,702941990.41,24342555.13
300141,2016-06-30,912754034.81,212570924.1,700183110.71,4953564.53
300141,2016-12-31,962047640.26,239334655.1,722712985.16,38999992.65
300141,2017-06-30,907100716.39,207445338.78,699655377.61,3545463.36
300141,2017-12-31,1198912552.31,490234788.3,708677764.01,22073036.46
300141,2018-06-30,1383019078.12,672721588.75,710297489.37,3980209.35
300142,2014-06-30,6249730880.37,3190194730.84,3059536149.53,-82595814.42
300142,2014-12-31,5967716161.15,2755736322.5,3211979838.65,128161427.55
300142,2015-06-30,6314875722.77,3106181339.02,3208694383.75,-84869870.1
300142,2015-12-31,6257840624.43,3234104703.96,3023735920.47,-898164561.39
300142,2016-06-30,6863228809.58,4029078374.24,2834150435.34,-200022171.84
300142,2016-12-31,6324013491.05,2800375964.93,3523637526.12,-160356647.02
300142,2017-06-30,5693693979.38,2222294609.85,3471399369.53,-85035690.81
300142,2017-12-31,5875970896.31,2318481372.27,3557489524.04,-144153896.49
300142,2018-06-30,6061338103.49,1745529254.27,4315808849.22,101818167.14
300143,2014-06-30,1036627581.26,408416886.6,628210694.66,-23817279.15
300143,2014-12-31,803998827.45,460032908.99,343965918.46,-302621606.14
300143,2015-06-30,731688804.79,381214821.64,350473983.15,-9431889.18
300143,2015-12-31,1848859238.18,364749475.58,1484109762.6,-4810513.92
300143,2016-06-30,1816028708.28,322526840.45,1493501867.83,10332108.18
300143,2016-12-31,2533935578.23,338187257.79,2195748320.44,49988748.19
300143,2017-06-30,2674507558.14,349677203.27,2324830354.87,75080115.99
300143,2017-12-31,2611085939.89,178450288.56,2432635651.33,161180647.64
300143,2018-06-30,2649200253.58,152506522.83,2496693730.75,72917497.13
300144,2014-06-30,3633784686.91,332088074.22,3301696612.69,215052465.18
300144,2014-12-31,3842353456.39,328005317.22,3514348139.17,471988594.84
300144,2015-06-30,4050869217.76,313949328.55,3736919889.21,343809597.75
300144,2015-12-31,6987027597.89,1272973356.79,5714054241.1,827826642.08
300144,2016-06-30,7220245182.9,1185261815.63,6034983367.27,546991808.28
300144,2016-12-31,7567337027.95,1005888815.45,6561448212.5,1148168794.91
300144,2017-06-30,7890570418.7,940267160.91,6950303257.79,635916233.27
300144,2017-12-31,8754680705.17,1276901663.13,7477779042.04,1346232047.29
300144,2018-06-30,9326729672.16,1318808428.43,8007921243.73,796578667.55
300145,2014-06-30,1838125900.63,435657785.99,1402468114.64,84413233.57
300145,2014-12-31,2052009727.26,541098940.99,1510910786.27,213802747.82
300145,2015-06-30,2043819395.28,456023493.97,1587795901.31,95101503.16
300145,2015-12-31,5363015576.53,1731467341.29,3631548235.24,315357282.1
300145,2016-06-30,6205946048.24,2428178962.52,3777767085.72,182411560.73
300145,2016-12-31,7304933462.37,3162068191.54,4142865270.83,583001584.88
300145,2017-06-30,8134443783.34,3756995618.52,4377448164.82,294198994.01
300145,2017-12-31,9865133994.66,5150746438.08,4714387556.58,721229463.43
300145,2018-06-30,9886588427.0,4869843348.73,5016745078.27,387435611.94
300146,2014-06-30,2512800683.45,213042292.71,2299758390.74,397541539.35
300146,2014-12-31,2701174365.96,253478366.15,2447695999.81,554106993.37
300146,2015-06-30,4676593255.37,340694762.51,4335898492.86,476852420.15
300146,2015-12-31,4905409684.72,351551060.45,4553858624.27,720833674.67
300146,2016-06-30,5113359283.73,642778082.4,4470581201.33,412268952.73
300146,2016-12-31,5328358061.19,624661168.34,4703696892.85,635829794.86
300146,2017-06-30,5523791061.12,601459621.14,4922331439.98,698536604.37
300146,2017-12-31,6113609642.75,981649965.51,5131959677.24,878358985.54
300146,2018-06-30,6127334931.23,758685029.4,5368649901.83,836646013.81
300147,2014-06-30,3577231560.43,1820984100.45,1756247459.98,102556130.71
300147,2014-12-31,3588283170.23,1717076323.25,1871206846.98,206941773.36
300147,2015-06-30,5087490206.25,1629004977.26,3458485228.99,106969066.77
300147,2015-12-31,4652002210.86,1106021767.31,3545980443.55,185564618.18
300147,2016-06-30,5699353593.4,2014434653.25,3684918940.15,69707053.62
300147,2016-12-31,7988726909.74,4304372730.93,3684354178.81,59209876.68
300147,2017-06-30,8541767201.47,4786398995.52,3755368205.95,49620349.91
300147,2017-12-31,9240686910.78,5356954801.97,3883732108.81,105549659.33
300147,2018-06-30,9697766342.9,5671426250.95,4026340091.95,27860648.65
300148,2014-06-30,1920156579.84,239331926.16,1680824653.68,29899264.72
300148,2014-12-31,2029383354.66,254956174.03,1774427180.63,135754736.2
300148,2015-06-30,1938171482.92,95650637.3,1842520845.62,91479047.23
300148,2015-12-31,2085786831.41,146680877.75,1939105953.66,206732881.26
300148,2016-06-30,2200304961.84,137110670.55,2063194291.29,84919634.53
300148,2016-12-31,4944851390.34,508017003.65,4436834386.69,283231490.25
300148,2017-06-30,4862105921.01,350914054.74,4511191866.27,113549469.93
300148,2017-12-31,4773756597.06,499337593.46,4274419003.6,174321006.01
300148,2018-06-30,4981540743.47,607046169.82,4374494573.65,130925891.75
300149,2014-06-30,714613281.78,37378972.69,677234309.09,22059422.91
300149,2014-12-31,741128471.88,44602037.43,696526434.45,44939089.53
300149,2015-06-30,769261737.35,59565451.95,709696285.4,29269808.45
300149,2015-12-31,756003841.36,32194351.41,723809489.95,68937183.57
300149,2016-06-30,761069085.88,24175771.16,736893314.72,36725882.07
300149,2016-12-31,793164054.45,23233540.99,769930513.46,74353070.92
300149,2017-06-30,829089651.4,25427101.89,803662549.51,38534968.55
300149,2017-12-31,1043177285.54,207731292.47,835445993.07,70733453.86
300149,2018-06-30,3835825657.88,1729871742.71,2105953915.17,64486600.12
300150,2014-06-30,1517159733.39,185188945.61,1331970787.78,5466853.95
300150,2014-12-31,1624280082.4,167329512.13,1456950570.27,131348118.92
300150,2015-06-30,1528095169.06,106170430.13,1421924738.93,16149077.95
300150,2015-12-31,1706614276.34,182200206.86,1524414069.48,119514460.66
300150,2016-06-30,1598321678.66,123988327.68,1474333350.98,6222920.47
300150,2016-12-31,1947654199.78,374233717.92,1573420481.86,108663323.73
300150,2017-06-30,1779225742.25,256832446.54,1522393295.71,-20555001.09
300150,2017-12-31,2566303471.41,558131518.24,2008171953.17,49751243.33
300150,2018-06-30,2335652631.02,292562087.63,2043090543.39,29145103.41
300151,2014-06-30,921688903.15,168292049.19,753396853.96,32837507.38
300151,2014-12-31,953088293.8,175481284.65,777607009.15,58324922.87
300151,2015-06-30,998886480.55,204089912.34,794796568.21,18475292.4
300151,2015-12-31,967802948.34,157095779.07,810707169.27,32748777.64
300151,2016-06-30,965577929.52,147598551.6,817979377.92,21611732.96
300151,2016-12-31,1007312638.83,175292923.11,832019715.72,39459926.39
