Stkcd,Accper,total_assets,tptal_liability,total_equity,operating profit
418,2016-06-30,15482781637.01,9159007814.12,6323773822.89,772974587.06
418,2016-12-31,18885986837.64,11926891770.24,6959095067.4,1554025314.69
418,2017-06-30,18655287176.82,11345836625.36,7309450551.46,968461850.35
418,2017-12-31,21338421243.67,13120123230.63,8218298013.04,2048866736.5
418,2018-06-30,19549526067.99,10927002501.5,8622523566.49,1222299564.06
419,2014-06-30,3486353088.12,1585766750.11,1900586338.01,100028219.33
419,2014-12-31,3779622778.11,1843744584.7,1935878193.41,183442211.14
419,2015-06-30,3641301865.24,1639594358.53,2001707506.71,107807312.9
419,2015-12-31,3842992321.7,1871693884.04,1971298437.66,142518229.99
419,2016-06-30,3677711156.14,1623226550.74,2054484605.4,110312597.54
419,2016-12-31,3977588763.73,1889909218.95,2087679544.78,151551155.9
419,2017-06-30,4111360479.11,1904657924.33,2206702554.78,113925187.98
419,2017-12-31,4156411973.5,1956295900.49,2200116073.01,192052735.78
419,2018-06-30,3951715899.61,1655938364.73,2295777534.88,129438498.82
420,2014-06-30,2975367361.79,2702908265.86,272459095.93,42612476.93
420,2014-12-31,3308594506.95,2289888009.37,1018706497.58,-69302827.36
420,2015-06-30,2401984845.72,1406097334.52,995887511.2,-51355488.96
420,2015-12-31,2650134188.66,1676865710.4,973268478.26,-47085968.41
420,2016-06-30,4535610542.64,1862555558.32,2673054984.32,3471115.68
420,2016-12-31,4620704177.32,1927640300.92,2693063876.4,21080257.67
420,2017-06-30,5083987159.89,2332877123.96,2751110035.93,60143283.03
420,2017-12-31,6180131201.36,3400205941.63,2779925259.73,91109918.83
420,2018-06-30,6999541182.36,4138729322.14,2860811860.22,80873811.8
421,2014-06-30,2067896451.84,727026694.33,1340869757.51,-44110315.13
421,2014-12-31,2308967508.43,894988701.41,1413978807.02,-152674577.92
421,2015-06-30,5688425834.32,2491337001.07,3197088833.25,10876276.6
421,2015-12-31,6682764728.3,3171211151.59,3511553576.71,89877422.26
421,2016-06-30,7134076361.88,3656619808.35,3477456553.53,-18046476.77
421,2016-12-31,7042308684.01,3463926379.35,3578382304.66,191036622.6
421,2017-06-30,7974433029.33,4559874141.92,3414558887.41,175747030.44
421,2017-12-31,10920099958.39,7498347869.5,3421752088.89,346105793.93
421,2018-06-30,11197449837.15,7715024888.6,3482424948.55,164840371.62
422,2014-06-30,36215790745.68,28679505814.74,7536284930.94,56711519.04
422,2014-12-31,37374618259.2,29856353045.34,7518265213.86,23808949.58
422,2015-06-30,38544895987.2,30369387052.05,8175508935.15,6144565.16
422,2015-12-31,39979314528.57,31910942957.0,8068371571.57,3429344.95
422,2016-06-30,41624691981.1,33235014326.64,8389677654.46,-31365526.96
422,2016-12-31,39772982665.71,32967008339.76,6805974325.95,-1426353985.48
422,2017-06-30,39283190879.72,32441760712.88,6841430166.84,5597491.52
422,2017-12-31,32551283045.59,30983551224.75,1567731820.84,-4941877329.75
422,2018-06-30,24835198120.81,23062745183.27,1772452937.54,276511488.76
423,2014-06-30,6598861341.79,864027759.54,5734833582.25,725266232.31
423,2014-12-31,7459925145.22,1432305957.79,6027619187.43,1592152021.25
423,2015-06-30,7981094854.75,1191885203.74,6789209651.01,916457477.61
423,2015-12-31,8609016437.63,1526000138.15,7083016299.48,1920272977.41
423,2016-06-30,8946708253.29,1553218786.44,7393489466.85,985928518.01
423,2016-12-31,9949565214.12,1563435878.04,8386129336.08,2163054507.24
423,2017-06-30,11621190026.6,2936421020.11,8684769006.49,1061373507.49
423,2017-12-31,12376029971.71,2504522788.06,9871507183.65,2409698087.41
423,2018-06-30,12396420241.35,2246112902.69,10150307338.66,1025093423.09
425,2014-06-30,49840802646.13,29763156744.26,20077645901.87,896263928.15
425,2014-12-31,48850537738.21,28411578222.86,20438959515.35,451265701.95
425,2015-06-30,48445727773.19,26940065195.73,21505662577.46,419987.42
425,2015-12-31,42707944215.83,22103806761.93,20604137453.9,-142252197.5
425,2016-06-30,43750505007.65,23390085634.8,20360419372.85,99927576.34
425,2016-12-31,43977053707.26,23495471272.22,20481582435.04,119156366.1
425,2017-06-30,45657761632.33,24720134937.63,20937626694.7,640751423.17
425,2017-12-31,49770025360.69,25714240499.13,24055784861.56,1140067815.52
425,2018-06-30,54405310070.65,29431108185.19,24974201885.46,1222219426.71
426,2014-06-30,4152299980.8,1301892862.63,2850407118.17,130401822.17
426,2014-12-31,3932942135.82,1177727935.11,2755214200.71,162927166.28
426,2015-06-30,3831864503.45,1076078619.25,2755785884.2,26104196.16
426,2015-12-31,4074247149.92,1373924990.99,2700322158.93,-7333177.1
426,2016-06-30,4468730534.43,1740509345.55,2728221188.88,35640856.54
426,2016-12-31,9762776062.9,4895915287.01,4866860775.89,149647963.32
426,2017-06-30,8919035265.04,3877801758.1,5041233506.94,279966499.27
426,2017-12-31,9331359719.75,3956011957.03,5375347762.72,767209836.17
426,2018-06-30,9380003113.33,3582702400.77,5797300712.56,492172955.87
428,2014-06-30,8707779278.92,6843557022.77,1864222256.15,-31857528.39
428,2014-12-31,9230771984.44,7412772848.95,1817999135.49,-114408997.61
428,2015-06-30,9114798451.98,7271528117.78,1843270334.2,64378432.53
428,2015-12-31,9523431649.27,6115211141.05,3408220508.22,14751510.89
428,2016-06-30,9292341805.38,6018097868.78,3274243936.6,-136127389.01
428,2016-12-31,8908829101.51,5938414321.16,2970414780.35,-418111301.77
428,2017-06-30,8746782878.36,5905004149.01,2841778729.35,-152238391.3
428,2017-12-31,9027571837.16,6111533559.08,2916038278.08,62345765.13
428,2018-06-30,8219574363.91,5502157890.08,2717416473.83,-196854528.0
429,2014-06-30,12664784092.41,7500187156.17,5164596936.24,235623120.17
429,2014-12-31,12513505946.42,6642489404.23,5871016542.19,412529519.67
429,2015-06-30,12400203367.83,6283735975.96,6116467391.87,316214381.74
429,2015-12-31,12107767967.86,5979360842.07,6128407125.79,620094594.84
429,2016-06-30,15175588214.81,6935576936.38,8240011278.43,698671642.56
429,2016-12-31,16072445216.59,7228929627.8,8843515588.79,1414452764.15
429,2017-06-30,16073707033.01,7018059882.68,9055647150.33,911372453.02
429,2017-12-31,16523315093.72,7069204412.27,9454110681.45,1836893544.38
429,2018-06-30,15867983183.17,6840787770.26,9027195412.91,1111175993.58
430,2014-06-30,634236617.7,180342130.85,453894486.85,29877957.18
430,2014-12-31,684744844.49,186331093.74,498413750.75,86539731.16
430,2015-06-30,761173704.06,214543025.37,546630678.69,62421195.0
430,2015-12-31,872799072.88,259901865.88,612897207.0,158035048.9
430,2016-06-30,1254772916.89,601110795.05,653662121.84,48824314.14
430,2016-12-31,2044165239.73,1364839414.88,679325824.85,92435733.44
430,2017-06-30,2215486852.12,1522097776.06,693389076.06,20595135.37
430,2017-12-31,2336210978.5,774989931.5,1561221047.0,88387701.76
430,2018-06-30,2532920960.55,949603478.85,1583317481.7,25962771.97
488,2014-06-30,50465774693.92,36362474161.13,14103300532.79,22053283.99
488,2014-12-31,56822026545.21,42473958312.21,14348068233.0,166038715.75
488,2015-06-30,63749809197.37,49403105770.43,14346703426.94,355365560.0
488,2015-12-31,77961699547.59,60702773102.11,17258926445.48,1107850313.45
488,2016-06-30,86628494212.59,66939990387.27,19688503825.32,1010180439.99
488,2016-12-31,82285354532.14,59720495316.95,22564859215.19,2092404959.81
488,2017-06-30,91768113395.5,68624059489.09,23144053906.41,1924002393.69
488,2017-12-31,105625096076.92,75350917537.98,30274178538.94,4418472020.86
488,2018-06-30,107076479252.92,78108587572.1,28967891680.82,2026138401.61
498,2014-06-30,9214020383.99,6805455766.63,2408564617.36,131224764.09
498,2014-12-31,10026068111.88,7370299336.25,2655768775.63,429030212.08
498,2015-06-30,9711908279.77,6938314614.28,2773593665.49,162934113.81
498,2015-12-31,10415882165.21,7376070261.28,3039811903.93,528676781.72
498,2016-06-30,11090497632.97,7927825728.34,3162671904.63,187570670.41
498,2016-12-31,15043153551.83,11572528887.65,3470624664.18,600931755.24
498,2017-06-30,16080434135.84,12355292334.97,3725141800.87,340309017.72
498,2017-12-31,17626770346.08,13561543623.56,4065226722.52,769896559.32
498,2018-06-30,19262624826.12,15078610802.36,4184014023.76,202643611.9
501,2014-06-30,11924121803.85,8422705973.09,3501415830.76,514574170.64
501,2014-12-31,15650845998.58,11886301585.21,3764544413.37,905890978.31
501,2015-06-30,16148230570.63,12336628119.18,3811602451.45,586825542.92
501,2015-12-31,17753307347.86,13625229693.74,4128077654.12,1068723405.68
501,2016-06-30,17439952291.77,11923900749.29,5516051542.48,671250192.86
501,2016-12-31,17790568853.56,11736836400.25,6053732453.31,1299887769.36
501,2017-06-30,16644022547.49,10077257780.04,6566764767.45,860253725.91
501,2017-12-31,18019927746.45,10842076727.49,7177851018.96,1633874222.77
501,2018-06-30,19789811352.77,12028168884.7,7761642468.07,764620377.38
502,2014-06-30,291559050.23,45385163.16,246173887.07,3257089.46
502,2014-12-31,270708155.44,45364946.31,225343209.13,4091048.52
502,2015-06-30,296176226.97,75963062.41,220213164.56,-4947081.09
502,2015-12-31,404699495.87,192382539.59,212316956.28,-23986357.41
502,2016-06-30,489781620.67,300375865.24,189405755.43,-20593405.17
502,2016-12-31,622771962.88,371448641.8,251323321.08,51683398.88
502,2017-06-30,489288553.94,293149406.7,196139147.24,-39140554.18
502,2017-12-31,518080313.75,370868242.93,147212070.82,-83446899.77
502,2018-06-30,517675430.18,395373953.79,122301476.39,-25132330.89
503,2014-06-30,1400812874.93,110534674.28,1290278200.65,9378742.61
503,2014-12-31,1434935617.2,106735349.48,1328200267.72,-46580137.24
503,2015-06-30,1360274057.36,62419598.2,1297854459.16,-52312221.07
503,2015-12-31,1481815750.14,101860779.1,1379954971.04,38861796.76
503,2016-06-30,1386407382.17,70672970.92,1315734411.25,-70432152.73
503,2016-12-31,1492269915.26,79092746.26,1413177169.0,24903029.64
503,2017-06-30,1363673233.79,53514987.63,1310158246.16,-91213097.54
503,2017-12-31,1448558143.15,55643932.42,1392914210.73,6836054.96
503,2018-06-30,1344158461.95,39083660.17,1305074801.78,-89997367.41
504,2014-06-30,96891365.08,91957945.15,4933419.93,-9721149.72
504,2014-12-31,106632343.61,99605176.93,7027166.68,-25551016.93
504,2015-06-30,92507479.8,92914826.99,-407347.19,-7389548.88
504,2015-12-31,122757385.82,137262550.29,-14505164.47,-23962353.97
504,2016-06-30,106005307.16,133174037.04,-27168729.88,-12632063.31
504,2016-12-31,301187324.02,221430144.98,79757179.04,14043855.37
504,2017-06-30,329922127.85,265420907.26,64501220.59,-13165184.18
504,2017-12-31,404775978.06,276343899.7,128432078.36,-35814089.54
504,2018-06-30,394130172.53,263435029.9,130695142.63,-13682735.43
505,2014-06-30,1446617800.51,1396699549.5,49918251.01,-79460069.88
505,2014-12-31,1645436644.78,1626381593.14,19055051.64,-194875867.28
505,2015-06-30,1588084330.14,1675515600.07,-87431269.93,34181686.08
505,2015-12-31,1714444000.65,1947637927.05,-233193926.4,-112528678.76
505,2016-06-30,1790195248.41,2066777465.85,-276582217.44,-50358656.96
505,2016-12-31,1385469635.17,1324478285.05,60991350.12,126466154.64
505,2017-06-30,1126499389.9,1054147597.33,72351792.57,28736250.01
505,2017-12-31,6082383851.23,3481961437.32,2600422413.91,277972809.11
505,2018-06-30,6334431733.31,3642913462.31,2691518271.0,109371675.22
506,2014-06-30,3325481403.65,1604884658.84,1720596744.81,-153396747.76
506,2014-12-31,3169489026.91,1632322175.8,1537166851.11,-281155314.34
506,2015-06-30,3865049670.65,2357018944.62,1508030726.03,-18839173.71
506,2015-12-31,3240346396.95,1698886294.64,1541460102.31,43556174.22
506,2016-06-30,3374564570.13,1789730143.19,1584834426.94,18962546.59
506,2016-12-31,3228908784.53,1651572567.28,1577336217.25,40937291.39
506,2017-06-30,3154569729.62,1726764219.18,1427805510.44,-144073637.77
506,2017-12-31,2547377342.2,1468894475.94,1078482866.26,-470423380.67
506,2018-06-30,2451594520.01,1415405989.19,1036188530.82,-35150458.47
507,2014-06-30,4547867627.89,1965623330.2,2582244297.69,-24070656.99
507,2014-12-31,5360256473.07,2716146804.79,2644109668.28,31629587.67
507,2015-06-30,5539988186.3,2855854803.66,2684133382.64,55077948.61
507,2015-12-31,5474452420.43,2676320570.13,2798131850.3,84390635.1
507,2016-06-30,5715216245.8,2839433660.18,2875782585.62,85381539.79
507,2016-12-31,5721015456.5,2803512619.53,2917502836.97,140872290.74
507,2017-06-30,5943352624.27,2909027441.3,3034325182.97,124183263.51
507,2017-12-31,5915200733.05,2825175506.37,3090025226.68,201150360.46
507,2018-06-30,6611380829.73,3387477025.37,3223903804.36,168385658.7
509,2014-06-30,711018353.04,667506188.86,43512164.18,-27759864.84
509,2014-12-31,626579990.37,614254810.17,12325180.2,-8327291.14
509,2015-06-30,556167273.09,565378045.29,-9210772.2,-23906818.13
509,2015-12-31,567827081.11,534629943.88,33197137.23,-17987761.15
509,2016-06-30,532661836.05,524771528.26,7890307.79,-16946154.62
509,2016-12-31,341521896.48,318990950.71,22530945.77,-15152358.46
509,2017-06-30,349247011.04,337619246.03,11627765.01,-1616080.62
509,2017-12-31,304741478.67,270645108.65,34096370.02,5950562.83
509,2018-06-30,264226402.57,202983727.49,61242675.08,418143.44
510,2014-06-30,1889541021.09,1000662765.7,888878255.39,-60294026.08
510,2014-12-31,1803774371.55,1008621707.52,795152664.03,-183784576.72
510,2015-06-30,1565339898.38,846709135.51,718630762.87,-94396946.11
510,2015-12-31,1542527331.97,746652929.78,795874402.19,-65499334.72
510,2016-06-30,1399894652.82,600358031.63,799536621.19,-547696.02
510,2016-12-31,1321705270.12,474293567.66,847411702.46,47311394.01
510,2017-06-30,1280089561.58,407915451.78,872174109.8,23232401.43
510,2017-12-31,1500774383.98,624460194.21,876314189.77,59787038.38
510,2018-06-30,1539593431.39,612027335.18,927566096.21,75644836.76
511,2014-06-30,3309974281.78,1609259467.13,1700714814.65,16113517.93
511,2014-12-31,3627539064.35,2229468336.79,1398070727.56,-274133473.11
511,2015-06-30,3561155577.1,2123538566.84,1437617010.26,15386472.77
511,2015-12-31,3807250936.15,2391810093.4,1415440842.75,-19674042.35
511,2016-06-30,3710395838.41,2287362334.34,1423033504.07,-55439572.59
511,2016-12-31,3641895633.9,2291577655.75,1350317978.15,-357778485.14
511,2017-06-30,3532480112.05,2261894220.23,1270585891.82,-77221371.86
511,2017-12-31,3283590807.53,2321741393.25,961849414.28,104337111.11
513,2014-06-30,7145024917.97,3277566662.09,3867458255.88,344869755.57
513,2014-12-31,7302605055.9,3220183526.3,4082421529.6,584508541.09
513,2015-06-30,7939244529.48,3305892506.98,4633352022.5,377369501.52
513,2015-12-31,8077537790.41,3267641046.88,4809896743.53,692799082.87
513,2016-06-30,8632496104.43,3477094737.26,5155401367.17,463199434.29
513,2016-12-31,10529262952.41,3423624448.86,7105638503.55,876480274.44
513,2017-06-30,15538115223.39,8049127196.36,7488988027.03,603199094.53
513,2017-12-31,15897730717.63,4664107164.03,11233623553.6,5657808066.56
513,2018-06-30,15464421401.75,4596332739.07,10868088662.68,750878671.7
514,2014-06-30,7256795874.75,3991630109.08,3265165765.67,54809849.95
514,2014-12-31,7788997393.38,4405672410.51,3383324982.87,136577073.47
514,2015-06-30,7724080535.25,4429329601.95,3294750933.3,-98809314.63
514,2015-12-31,7358164150.37,4029690917.79,3328473232.58,-68610996.92
514,2016-06-30,7135229249.6,3836568073.31,3298661176.29,-25362039.09
514,2016-12-31,6582034102.96,3219151397.06,3362882705.9,94618562.54
514,2017-06-30,6589853898.61,3192883176.8,3396970721.81,49678058.59
514,2017-12-31,6307148290.33,2850405411.17,3456742879.16,132256326.96
514,2018-06-30,6348459998.94,2897400435.49,3451059563.45,27291033.37
516,2014-06-30,3167617292.19,1782266073.24,1385351218.95,169629886.07
516,2014-12-31,3513251083.81,1915888392.01,1597362691.8,435475589.62
516,2015-06-30,4989305695.24,1758182328.01,3231123367.23,202328661.97
516,2015-12-31,5313355883.87,1984997561.59,3328358322.28,313623644.76
516,2016-06-30,5347397933.9,1920739962.96,3426657970.94,169743695.24
516,2016-12-31,5555314848.21,2056545570.77,3498769277.44,262798236.84
516,2017-06-30,5482680800.16,1862034937.49,3620645862.67,157812951.39
516,2017-12-31,5832630169.38,2202014874.11,3630615295.27,261543711.39
516,2018-06-30,7224671719.02,1363543317.7,5861128401.32,3054856020.41
517,2014-06-30,6397445244.56,2964712265.05,3432732979.51,287741617.51
517,2014-12-31,6003016460.33,2323861252.07,3679155208.26,372898421.56
517,2015-06-30,6559762290.14,2974038276.36,3585724013.78,29423655.07
517,2015-12-31,7934616164.5,4311391907.23,3623224257.27,116577302.74
517,2016-06-30,8464088016.42,4918393099.49,3545694916.93,27857575.48
517,2016-12-31,11106634517.01,7429992616.39,3676641900.62,197047160.13
517,2017-06-30,10753442428.28,6591645069.02,4161797359.26,605466319.35
517,2017-12-31,13195197376.92,8957440667.6,4237756709.32,655742885.69
517,2018-06-30,20865161785.91,16510966624.36,4354195161.55,208528546.05
518,2014-06-30,833904219.63,81880964.89,752023254.74,26668075.8
518,2014-12-31,818082450.17,96490512.25,721591937.92,1331059.73
518,2015-06-30,847892510.68,124054520.38,723837990.3,4370462.44
518,2015-12-31,834527725.13,225839223.8,608688501.33,-108653361.51
518,2016-06-30,1077532646.16,474122743.29,603409902.87,-2574034.75
518,2016-12-31,1017357931.64,406262908.77,611095022.87,-1017421.91
518,2017-06-30,924281540.89,240079019.96,684202520.93,20657990.56
518,2017-12-31,931628406.78,256083448.72,675544958.06,18504016.15
518,2018-06-30,924582760.89,249390291.98,675192468.91,5888463.0
519,2014-06-30,4657808235.02,875065557.52,3782742677.5,231635480.5
519,2014-12-31,4909085188.83,921361316.98,3987723871.85,466719962.08
519,2015-06-30,4943190683.93,856437969.94,4086752713.99,173229543.78
519,2015-12-31,5173758502.45,984066932.99,4189691569.46,290141240.91
519,2016-06-30,5100621079.98,877925111.47,4222695968.51,36240975.95
519,2016-12-31,10266501171.0,2896556555.61,7369944615.39,125460831.21
519,2017-06-30,9800874972.2,2423798802.14,7377076170.06,15760169.08
519,2017-12-31,9728624582.05,2201222020.98,7527402561.07,164605129.06
519,2018-06-30,9855339358.09,2163968116.03,7691371242.06,212393142.14
520,2014-06-30,531282518.82,5514965611.91,-4983683093.09,196086729.62
520,2014-12-31,514021420.69,387096192.61,126925228.08,224248150.64
520,2015-06-30,596259575.09,353317090.1,242942484.99,7755538.91
520,2015-12-31,513333246.94,257180855.65,256152391.29,15330892.11
520,2016-06-30,502229459.91,262254820.68,239974639.23,-10138218.28
520,2016-12-31,527782705.22,261955835.18,265826870.04,17240641.88
520,2017-06-30,532317380.56,247372823.58,284944556.98,13032099.82
520,2017-12-31,520952190.19,203815569.6,317136620.59,41830596.14
520,2018-06-30,566042096.21,198743516.11,367298580.1,67205453.22
521,2014-06-30,10170327813.84,6803639542.9,3366688270.94,180206732.35
521,2014-12-31,9009014201.7,5570633347.2,3438380854.5,295179493.1
521,2015-06-30,10467292489.73,6916349323.52,3550943166.21,168014541.71
521,2015-12-31,9066223601.14,5646408506.14,3419815095.0,103565451.26
521,2016-06-30,11755975449.93,8250975144.19,3505000305.74,109087004.56
521,2016-12-31,12507567310.84,7341485820.92,5166081489.92,197245382.32
521,2017-06-30,16689509751.32,11471377612.2,5218132139.12,95498412.03
521,2017-12-31,15961511966.81,10804335385.7,5157176581.11,51166093.02
521,2018-06-30,17485565133.3,12325496487.36,5160068645.94,59118201.68
523,2014-06-30,2631463034.4,1569510636.49,1061952397.91,14962662.05
523,2014-12-31,3011427146.94,1935266952.93,1076160194.01,45033269.86
523,2015-06-30,3242052460.09,2164346871.49,1077705588.6,13689142.26
523,2015-12-31,3529944128.13,2428458978.98,1101485149.15,29611295.58
523,2016-06-30,3441547260.93,1702310471.86,1739236789.07,10735129.62
523,2016-12-31,4170269340.96,2385192069.39,1785077271.57,41758740.25
523,2017-06-30,4279075527.62,2492888464.44,1786187063.18,8969219.15
523,2017-12-31,4812637948.05,2972637347.04,1840000601.01,45577479.65
523,2018-06-30,5705982924.72,3831581515.49,1874401409.23,17041778.98
524,2014-06-30,733086799.95,107579038.59,625507761.36,15998347.36
524,2014-12-31,781023181.13,227394605.25,553628575.88,47734279.57
524,2015-06-30,843773632.43,229048351.24,614725281.19,28148460.56
524,2015-12-31,843433233.03,227334055.81,616099177.22,47009957.19
524,2016-06-30,805950316.86,203271146.79,602679170.07,23446100.82
524,2016-12-31,852934521.32,229694179.04,623240342.28,35424322.96
524,2017-06-30,4449411299.42,1962186774.61,2487224524.81,108111622.46
524,2017-12-31,4438045993.45,1860616640.62,2577429352.83,247179453.24
524,2018-06-30,4530821438.6,2051040647.74,2479780790.86,138990644.93
525,2014-06-30,10865957289.45,7009802256.1,3856155033.35,310856329.67
525,2014-12-31,10694323919.73,6755261291.97,3939062627.76,435500319.84
525,2015-06-30,8246708702.17,4343764048.24,3902944653.93,176732048.94
525,2015-12-31,8226179537.71,4269450125.05,3956729412.66,133920151.72
525,2016-06-30,10015759402.42,5257687119.53,4758072282.89,28693878.1
525,2016-12-31,10509535842.79,5688971896.39,4820563946.4,79562830.6
525,2017-06-30,11241606891.18,6033834276.88,5207772614.3,398641862.14
525,2017-12-31,12202173941.78,6700547191.47,5501626750.31,844182085.56
525,2018-06-30,12304018794.91,6621184857.26,5682833937.65,455621081.47
526,2014-06-30,195027202.1,40650819.76,154376382.34,-794886.03
526,2014-12-31,200798246.46,43170327.63,157627918.83,3688027.85
526,2015-06-30,200774160.85,40943302.48,159830858.37,3656610.66
526,2015-12-31,335359009.87,191208022.08,144150987.79,-10124407.21
526,2016-06-30,3806139393.35,3675796512.07,130342881.28,-3830418.89
526,2016-12-31,3441386745.78,3396660291.41,44726454.37,-112772657.53
526,2017-06-30,3531259368.7,3392060678.11,139198690.59,148380093.92
526,2017-12-31,3585133884.16,3519624203.59,65509680.57,78955929.6
526,2018-06-30,3550328564.09,3384243857.05,166084707.04,153794296.56
528,2014-06-30,21878326767.94,12627551345.75,9250775422.19,183471352.42
528,2014-12-31,20801901583.0,11675849960.2,9126051622.8,152637593.92
528,2015-06-30,19655338601.42,10678228863.26,8977109738.16,87870186.05
528,2015-12-31,20384406787.03,11477942119.65,8906464667.38,-114204088.88
528,2016-06-30,21381743443.73,12536802330.58,8844941113.15,-17826471.02
528,2016-12-31,20584101198.17,11736710275.15,8847390923.02,-75644355.82
528,2017-06-30,20441795821.0,11407863363.02,9033932457.98,291932762.42
528,2017-12-31,21658051740.01,12541040732.34,9117011007.67,444542380.84
528,2018-06-30,24771333398.12,14891655661.78,9879677736.34,766448249.39
529,2014-06-30,1467614678.01,506203925.98,961410752.03,50570474.04
529,2014-12-31,1472945211.97,398227205.71,1074718006.26,171482138.64
529,2015-06-30,1626721275.22,509495489.33,1117225785.89,52123465.11
529,2015-12-31,1451037302.89,301921329.89,1149115973.0,85957894.64
529,2016-06-30,1646288835.08,453303867.27,1192984967.81,58190890.41
529,2016-12-31,1588043054.46,340994150.13,1247048904.33,131721641.13
529,2017-06-30,1821638457.63,549075790.97,1272562666.66,74154280.71
529,2017-12-31,2043058149.63,596162795.07,1446895354.56,198129982.52
529,2018-06-30,2145803676.21,698716536.11,1447087140.1,95606285.62
530,2014-06-30,3013042235.25,988146653.04,2024895582.21,68232547.29
530,2014-12-31,3053930248.25,990271577.04,2063658671.21,109383151.46
530,2015-06-30,4122114054.42,1142266355.72,2979847698.7,67610779.87
530,2015-12-31,4082499864.42,1368633224.3,2713866640.12,129594203.09
530,2016-06-30,4818332657.93,1669725014.38,3148607643.55,64631898.1
530,2016-12-31,4983511574.26,1666128204.13,3317383370.13,172114760.97
530,2017-06-30,5372939781.32,1988242587.7,3384697193.62,98139789.27
530,2017-12-31,5619621500.67,2124808602.91,3494812897.76,216330939.98
530,2018-06-30,5577520750.6,2145407891.38,3432112859.22,59938801.71
531,2014-06-30,8085367835.55,4965204854.19,3120162981.36,655162971.81
531,2014-12-31,7493168090.18,4015402820.92,3477765269.26,957575412.9
531,2015-06-30,7644320393.76,4006238159.78,3638082233.98,361090175.47
531,2015-12-31,8372377837.43,4424464962.48,3947912874.95,582555671.18
531,2016-06-30,8960614201.26,4971179608.41,3989434592.85,276998942.31
531,2016-12-31,9186463682.87,4902596237.05,4283867445.82,719056174.48
531,2017-06-30,9027756173.52,4874641256.32,4153114917.2,169566586.56
531,2017-12-31,9198700422.89,4983544547.94,4215155874.95,252033452.57
531,2018-06-30,10055889779.68,5873164747.88,4182725031.8,64526162.16
532,2014-06-30,1090122764.48,225072878.57,865049885.91,32105335.14
532,2014-12-31,1103048650.53,235166837.98,867881812.55,68928143.78
532,2015-06-30,1173172664.83,270390609.18,902782055.65,40624964.37
532,2015-12-31,1223735561.8,447727899.01,776007662.79,66426214.45
532,2016-06-30,1704497671.28,915211270.79,789286400.49,25748121.41
532,2016-12-31,1956432000.01,1138947832.32,817484167.69,51818195.53
532,2017-06-30,2337094727.81,1528011377.85,809083349.96,21152407.06
532,2017-12-31,2336652463.66,1469556653.79,867095809.87,77717929.62
532,2018-06-30,2490979697.74,1621144977.75,869834719.99,26928030.92
533,2014-06-30,3747001941.46,1818199195.6,1928802745.86,99426649.79
533,2014-12-31,3906410774.69,1889392901.49,2017017873.2,226660113.82
533,2015-06-30,3851476216.61,1783288720.17,2068187496.44,132711362.64
533,2015-12-31,4165288874.61,2047574564.9,2117714309.71,233711356.22
533,2016-06-30,4303467703.63,2159154161.45,2144313542.18,93992512.72
533,2016-12-31,3258861293.02,1197683668.84,2061177624.18,288090976.83
533,2017-06-30,3548211241.57,1341820101.41,2206391140.16,40113316.14
533,2017-12-31,4365844115.92,2186733018.07,2179111097.85,94153890.61
533,2018-06-30,4478458500.19,2280447584.34,2198010915.85,32399737.88
534,2014-06-30,3607043534.07,1884076253.45,1722967280.62,63298372.7
534,2014-12-31,3489346881.83,1859116470.97,1630230410.86,87716537.1
534,2015-06-30,3744863603.51,2112616771.83,1632246831.68,60181853.29
534,2015-12-31,3289420608.47,1631445464.16,1657975144.31,70375108.53
534,2016-06-30,2523811005.52,1133711096.78,1390099908.74,100209724.14
534,2016-12-31,2355885595.48,950303168.65,1405582426.83,76672204.81
534,2017-06-30,2665561019.12,1265971836.63,1399589182.49,15247573.38
534,2017-12-31,2410078137.82,864316499.43,1545761638.39,97708096.37
534,2018-06-30,2508401020.54,997288429.69,1511112590.85,25972165.66
536,2014-06-30,9741013128.59,5900673369.3,3840339759.29,209167562.56
536,2014-12-31,10436484000.03,6443519116.53,3992964883.5,407246966.46
536,2015-06-30,10151818864.18,6083865821.78,4067953042.4,94000106.26
536,2015-12-31,8972666053.14,5949023264.04,3023642789.1,244804994.56
536,2016-06-30,9322204226.9,6143460754.08,3178743472.82,540227229.89
536,2016-12-31,18943578419.4,5854021005.76,13089557413.64,615444999.81
536,2017-06-30,19604326553.0,6620337304.15,12983989248.85,81097981.05
536,2017-12-31,21018434518.85,8181367745.14,12837066773.71,241909480.63
536,2018-06-30,23541507007.43,11290745132.68,12250761874.75,-366248820.83
537,2014-06-30,4432781720.1,2090284670.48,2342497049.62,259229013.98
537,2014-12-31,4814283690.17,2315646485.71,2498637204.46,443982848.88
537,2015-06-30,5087889308.3,2433968209.51,2653921098.79,192085319.02
537,2015-12-31,7994592314.2,5252946486.97,2741645827.23,310035019.57
537,2016-06-30,11655129545.36,8772356319.01,2882773226.35,76020345.85
537,2016-12-31,18356621127.26,15077567309.6,3279053817.66,581683092.66
537,2017-06-30,20771083691.32,17476797762.89,3294285928.43,60834387.28
537,2017-12-31,72601542581.88,62942888249.67,9658654332.21,2964873515.75
537,2018-06-30,74208151079.84,63122704784.95,11085446294.89,2061450821.95
538,2014-06-30,13827932374.89,3892499969.76,9935432405.13,1297942047.76
