,Stkcd,Accper,Typrep,total_assets,tptal_liability,total_equity
43219,2523,2016-06-30,A,2740873477.59,905371467.29,1835502010.3
43223,2523,2016-12-31,A,3003168942.98,1077407406.48,1925761536.5
43242,2524,2014-06-30,A,2047274760.68,1017663300.17,1029611460.51
43247,2524,2014-12-31,A,2037067295.17,999577295.96,1037489999.21
43253,2524,2015-06-30,A,1894760085.76,857958741.92,1036801343.84
43257,2524,2015-12-31,A,1924961848.44,877094748.94,1047867099.5
43263,2524,2016-06-30,A,1693175644.66,914750135.93,778425508.73
43269,2524,2016-12-31,A,1620514246.71,811720188.61,808794058.1
43286,2526,2014-06-30,A,3514341280.24,1446530266.61,2067811013.63
43291,2526,2014-12-31,A,3770437444.93,1711385663.25,2059051781.68
43297,2526,2015-06-30,A,3446793861.73,1374222362.99,2072571498.74
43301,2526,2015-12-31,A,2936630909.29,1168730816.06,1767900093.23
43307,2526,2016-06-30,A,2769270718.21,1026632804.95,1742637913.26
43311,2526,2016-12-31,A,2663596850.86,887207946.76,1776388904.1
43331,2527,2014-06-30,A,1806107291.67,287346117.91,1518761173.76
43335,2527,2014-12-31,A,2474713158.49,433581519.72,2041131638.77
43341,2527,2015-06-30,A,3021683452.04,890108261.49,2131575190.55
43345,2527,2015-12-31,A,3413066685.7,1173391857.3,2239674828.4
43351,2527,2016-06-30,A,4553934064.94,1916328443.67,2637605621.27
43355,2527,2016-12-31,A,4438051557.82,1718407110.37,2719644447.45
43374,2528,2014-06-30,A,2327771725.44,212708884.98,2115062840.46
43379,2528,2014-12-31,A,2646097638.31,467474973.71,2178622664.6
43385,2528,2015-06-30,A,2506762298.39,382234086.15,2124528212.24
43389,2528,2015-12-31,A,2952138688.18,550591588.06,2401547100.12
43395,2528,2016-06-30,A,2765650077.79,373801667.61,2391848410.18
43399,2528,2016-12-31,A,4080792722.36,1189116335.29,2891676387.07
43418,2529,2014-06-30,A,1084189291.94,104243962.08,979945329.86
43423,2529,2014-12-31,A,1134948576.32,139510267.38,995438308.94
43429,2529,2015-06-30,A,1142738673.01,164797629.15,977941043.86
43433,2529,2015-12-31,A,1220683124.94,221736167.54,998946957.4
43439,2529,2016-06-30,A,1824337515.59,260702332.29,1563635183.3
43443,2529,2016-12-31,A,1897968271.16,337593110.56,1560375160.6
43462,2530,2014-06-30,A,920747615.58,215877933.92,704869681.66
43467,2530,2014-12-31,A,1001245853.57,267183734.35,734062119.22
43473,2530,2015-06-30,A,997215478.83,252449470.12,744766008.71
43477,2530,2015-12-31,A,999628027.82,235081632.42,764546395.4
43483,2530,2016-06-30,A,1000399751.31,238001048.86,762398702.45
43487,2530,2016-12-31,A,4277110591.3,504492684.81,3772617906.49
43506,2531,2014-06-30,A,2992717649.64,1044268368.09,1948449281.55
43511,2531,2014-12-31,A,2972142215.34,954669716.06,2017472499.28
43517,2531,2015-06-30,A,3912119947.77,1869757178.45,2042362769.32
43521,2531,2015-12-31,A,4643182349.09,2333962845.42,2309219503.67
43527,2531,2016-06-30,A,5191361426.45,2682704617.06,2508656809.39
43531,2531,2016-12-31,A,7939294112.25,3275811634.57,4663482477.68
43550,2532,2014-06-30,A,1463743694.33,355207398.56,1108536295.77
43555,2532,2014-12-31,A,1504310133.44,352647320.13,1151662813.31
43561,2532,2015-06-30,A,1677473702.96,461756125.91,1215717577.05
43565,2532,2015-12-31,A,1625664430.51,341541431.34,1284122999.17
43571,2532,2016-06-30,A,1921344569.72,628246842.28,1293097727.44
43575,2532,2016-12-31,A,2301014215.08,924897415.43,1376116799.65
43595,2533,2014-06-30,A,2730839798.29,726673388.4,2004166409.89
43599,2533,2014-12-31,A,2866259778.54,728011624.46,2138248154.08
43605,2533,2015-06-30,A,2942578542.0,798421106.49,2144157435.51
43609,2533,2015-12-31,A,2830158160.01,601779322.33,2228378837.68
43615,2533,2016-06-30,A,3025554652.07,740730727.03,2284823925.04
43619,2533,2016-12-31,A,3126543561.86,693501676.12,2433041885.74
43638,2534,2014-06-30,A,7112295070.74,4093814033.36,3018481037.38
43645,2534,2014-12-31,A,6925126422.28,3817351777.17,3107774645.11
43649,2534,2015-06-30,A,6902859835.05,4092528131.81,2810331703.24
43652,2534,2015-12-31,A,7062134100.75,4248975034.41,2813159066.34
43659,2534,2016-06-30,A,7400550175.6,4544229930.07,2856320245.53
43663,2534,2016-12-31,A,7590096678.78,4614996096.12,2975100582.66
43683,2535,2014-06-30,A,6016004667.48,3677884932.0,2338119735.48
43687,2535,2014-12-31,A,6845565082.28,4499435515.37,2346129566.91
43693,2535,2015-06-30,A,7759719734.8,4366235930.79,3393483804.01
43697,2535,2015-12-31,A,6934925820.99,3953455524.41,2981470296.58
43703,2535,2016-06-30,A,6447275368.69,3490792728.59,2956482640.1
43707,2535,2016-12-31,A,6632749522.73,3670757371.55,2961992151.18
43727,2536,2014-06-30,A,2423472645.63,1234949159.35,1188523486.28
43731,2536,2014-12-31,A,2520311452.56,1318462116.07,1201849336.49
43737,2536,2015-06-30,A,3119711684.67,1350803207.09,1768908477.58
43743,2536,2015-12-31,A,2985543225.92,1213432655.72,1772110570.2
43747,2536,2016-06-30,A,2735263760.78,932671147.9,1802592612.88
43751,2536,2016-12-31,A,2868280146.61,1016896907.84,1851383238.77
43770,2537,2014-06-30,A,2894752792.75,1277753508.62,1616999284.13
43775,2537,2014-12-31,A,2687533389.31,1041597290.99,1645936098.32
43781,2537,2015-06-30,A,2953746714.96,1194078128.86,1759668586.1
43785,2537,2015-12-31,A,2766741875.9,1043498721.38,1723243154.52
43791,2537,2016-06-30,A,2853804110.65,1059771087.06,1794033023.59
43795,2537,2016-12-31,A,14245477771.78,7499131908.65,6746345863.13
43815,2538,2014-06-30,A,2986186068.35,1292608225.87,1693577842.48
43819,2538,2014-12-31,A,3379416287.66,1612657891.87,1766758395.79
43825,2538,2015-06-30,A,3717400383.75,1861779289.27,1855621094.48
43829,2538,2015-12-31,A,4105674623.38,1093792005.82,3011882617.56
43835,2538,2016-06-30,A,4651696149.55,1532495960.2,3119200189.35
43839,2538,2016-12-31,A,4748639338.97,1510122929.18,3238516409.79
43858,2539,2014-06-30,A,6277350997.75,3859307289.2,2418043708.55
43863,2539,2014-12-31,A,6675577229.54,4172701650.01,2502875579.53
43869,2539,2015-06-30,A,8129760727.01,5584902659.98,2544858067.03
43873,2539,2015-12-31,A,8865778523.82,5776752749.3,3089025774.52
43879,2539,2016-06-30,A,8707879445.48,5590625162.4,3117254283.08
43883,2539,2016-12-31,A,9022437898.4,5864203833.04,3158234065.36
43902,2540,2014-06-30,A,2600904614.4,264451623.12,2336452991.28
43907,2540,2014-12-31,A,2736330494.59,270907638.19,2465422856.4
43913,2540,2015-06-30,A,2984417275.31,379502797.13,2604914478.18
43917,2540,2015-12-31,A,3085705709.0,379311476.25,2706394232.75
43923,2540,2016-06-30,A,3023306915.29,225843033.75,2797463881.54
43927,2540,2016-12-31,A,3278135334.2,327464413.38,2950670920.82
43946,2541,2014-06-30,A,7187719281.93,4866937930.95,2320781350.98
43951,2541,2014-12-31,A,7394352980.86,5030862500.79,2363490480.07
43957,2541,2015-06-30,A,7218174371.93,4781629073.34,2436545298.59
43961,2541,2015-12-31,A,7083028566.39,4561562841.72,2521465724.67
43967,2541,2016-06-30,A,7307580147.77,4712372518.19,2595207629.58
43971,2541,2016-12-31,A,7675966455.56,3837962589.02,3838003866.54
43990,2542,2014-06-30,A,1024071520.44,158139075.53,865932444.91
43995,2542,2014-12-31,A,3030260608.13,1345026234.81,1685234373.32
44001,2542,2015-06-30,A,3269220231.41,1536325266.14,1732894965.27
44005,2542,2015-12-31,A,4748456834.43,2057834308.77,2690622525.66
44011,2542,2016-06-30,A,4570440151.45,1837207898.73,2733232252.72
44015,2542,2016-12-31,A,5663372553.06,2397103608.82,3266268944.24
44034,2543,2014-06-30,A,3771589277.8,1156956146.55,2614633131.25
44039,2543,2014-12-31,A,3756203890.9,1175726818.01,2580477072.89
44045,2543,2015-06-30,A,3898170533.66,1195089366.77,2703081166.89
44049,2543,2015-12-31,A,4255957722.34,1434849825.73,2821107896.61
44055,2543,2016-06-30,A,4602168207.32,1660873203.42,2941295003.9
44059,2543,2016-12-31,A,5090434610.49,2167332913.24,2923101697.25
44078,2544,2014-06-30,A,2243642124.42,1168273419.99,1075368704.43
44083,2544,2014-12-31,A,2956842459.58,1820473416.39,1136369043.19
44089,2544,2015-06-30,A,2835667115.51,1697930872.78,1137736242.73
44093,2544,2015-12-31,A,3512936851.0,2282665779.29,1230271071.71
44099,2544,2016-06-30,A,3304772777.22,2070703987.03,1234068790.19
44103,2544,2016-12-31,A,3797061741.39,2471897474.62,1325164266.77
44123,2545,2014-06-30,A,4251892839.52,1408740826.43,2843152013.09
44127,2545,2014-12-31,A,4015939796.95,1145069303.68,2870870493.27
44132,2545,2015-06-30,A,4105825145.22,1205716306.53,2900108838.69
44137,2545,2015-12-31,A,4061882840.46,1473035983.19,2588846857.27
44143,2545,2016-06-30,A,4039868633.8,1425976151.01,2613892482.79
44147,2545,2016-12-31,A,10798957796.12,3916985048.1,6881972748.02
44166,2546,2014-06-30,A,1459532351.48,212593243.25,1246939108.23
44171,2546,2014-12-31,A,1741337871.57,348865879.2,1392471992.37
44177,2546,2015-06-30,A,1672666546.0,290927530.1,1381739015.9
44181,2546,2015-12-31,A,1848414556.43,367922207.84,1480492348.59
44187,2546,2016-06-30,A,3176472970.78,357584217.53,2818888753.25
44191,2546,2016-12-31,A,3176224815.39,311670026.65,2864554788.74
44211,2547,2014-06-30,A,2167816775.92,1327994161.23,839822614.69
44215,2547,2014-12-31,A,3261075872.77,1546159828.04,1714916044.73
44221,2547,2015-06-30,A,2845642830.59,1069148737.23,1776494093.36
44225,2547,2015-12-31,A,3512131689.95,1629073317.23,1883058372.72
44231,2547,2016-06-30,A,3889805809.79,1933839179.98,1955966629.81
44235,2547,2016-12-31,A,5442062355.87,3215590238.26,2226472117.61
44255,2548,2014-06-30,A,955323524.94,131842729.89,823480795.05
44259,2548,2014-12-31,A,997718747.98,168727407.38,828991340.6
44265,2548,2015-06-30,A,1403384657.91,561621627.07,841763030.84
44269,2548,2015-12-31,A,2443375945.95,787342365.78,1656033580.17
44275,2548,2016-06-30,A,2739095500.09,1053952057.55,1685143442.54
44279,2548,2016-12-31,A,3408016015.01,1452116822.37,1955899192.64
44298,2549,2014-06-30,A,1132753307.88,308959501.63,823793806.25
44303,2549,2014-12-31,A,1195202343.85,354393211.21,840809132.64
44309,2549,2015-06-30,A,1246837012.76,436973613.65,809863399.11
44313,2549,2015-12-31,A,1196087686.01,322560393.86,873527292.15
44319,2549,2016-06-30,A,1166514423.01,280875704.33,885638718.68
44323,2549,2016-12-31,A,1156875630.65,257349938.92,899525691.73
44342,2550,2014-06-30,A,2065543951.1,69885535.29,1995658415.81
44347,2550,2014-12-31,A,2310739368.86,178063732.16,2132675636.7
44353,2550,2015-06-30,A,2445988151.24,282642943.68,2163345207.56
44357,2550,2015-12-31,A,2833137726.31,538670103.54,2294467622.77
44363,2550,2016-06-30,A,2845714250.45,502243855.11,2343470395.34
44367,2550,2016-12-31,A,3033875266.88,609334674.96,2424540591.92
44386,2551,2014-06-30,A,2186170841.79,826702275.61,1359468566.18
44391,2551,2014-12-31,A,2356465595.88,899623539.25,1456842056.63
44397,2551,2015-06-30,A,2869353060.19,1352808423.2,1516544636.99
44401,2551,2015-12-31,A,2958341194.46,1376910706.07,1581430488.39
44407,2551,2016-06-30,A,3158580171.51,1301482975.61,1857097195.9
44411,2551,2016-12-31,A,4058185024.96,1887264138.74,2170920886.22
44430,2552,2014-06-30,A,900040999.88,98407398.88,801633601.0
44435,2552,2014-12-31,A,909350738.64,99541744.72,809808993.92
44441,2552,2015-06-30,A,1094752750.76,285316448.7,809436302.06
44445,2552,2015-12-31,A,1266237120.21,458197670.18,808039450.03
44451,2552,2016-06-30,A,1186708403.82,406939165.86,779769237.96
44455,2552,2016-12-31,A,1153004963.93,436872899.3,716132064.63
44473,2553,2014-06-30,A,643880485.17,49706284.27,594174200.9
44478,2553,2014-12-31,A,674291256.9,49312531.11,624978725.79
44483,2553,2015-06-30,A,682864378.21,53215248.14,629649130.07
44488,2553,2015-12-31,A,709767651.5,54366760.68,655400890.82
44494,2553,2016-06-30,A,714692311.79,54141268.77,660551043.02
44498,2553,2016-12-31,A,752843222.92,59964501.34,692878721.58
44517,2554,2014-06-30,A,2035231840.22,636492291.88,1398739548.34
44522,2554,2014-12-31,A,2750089473.55,1239831040.38,1510258433.17
44528,2554,2015-06-30,A,2907427374.39,785200322.28,2122227052.11
44532,2554,2015-12-31,A,3225124773.21,1104626614.06,2120498159.15
44538,2554,2016-06-30,A,3561647363.42,1470427544.22,2091219819.2
44542,2554,2016-12-31,A,4576912416.55,2395485126.55,2181427290.0
44561,2555,2014-06-30,A,779089046.88,65753623.05,713335423.83
44566,2555,2014-12-31,A,3415279026.28,574201320.09,2841077706.19
44572,2555,2015-06-30,A,4100357971.6,853060710.3,3247297261.3
44576,2555,2015-12-31,A,4623310755.63,912385339.04,3710925416.59
44582,2555,2016-06-30,A,5460279163.36,1428412547.71,4031866615.65
44586,2555,2016-12-31,A,6386216011.34,1657061727.86,4729154283.48
44605,2556,2014-06-30,A,5516714304.44,3362211950.97,2154502353.47
44610,2556,2014-12-31,A,5973270709.76,3793733089.37,2179537620.39
44616,2556,2015-06-30,A,6281476981.03,3978324905.63,2303152075.4
44620,2556,2015-12-31,A,5940290175.6,3635789880.51,2304500295.09
44626,2556,2016-06-30,A,6020553079.7,3635873929.01,2384679150.69
44630,2556,2016-12-31,A,6866640377.52,4506549955.25,2360090422.27
44649,2557,2014-06-30,A,3758873703.77,1119313591.42,2639560112.35
44654,2557,2014-12-31,A,4280650751.06,1461027950.95,2819622800.11
44660,2557,2015-06-30,A,3816420696.88,1103868714.95,2712551981.93
44664,2557,2015-12-31,A,4580811368.41,1649560527.78,2931250840.63
44670,2557,2016-06-30,A,3909721865.44,1055724484.62,2853997380.82
44674,2557,2016-12-31,A,4220141264.59,1188658961.08,3031482303.51
44693,2558,2014-06-30,A,698759898.85,96816004.64,601943894.21
44698,2558,2014-12-31,A,657793173.64,49195091.05,608598082.59
44704,2558,2015-06-30,A,655566448.85,44123888.24,611442560.61
44708,2558,2015-12-31,A,616265530.29,36471100.56,579794429.73
44714,2558,2016-06-30,A,7799716767.83,743687532.36,7056029235.47
44718,2558,2016-12-31,A,8682716349.35,1068031782.38,7614684566.97
44737,2559,2014-06-30,A,1713539875.06,460384332.1,1253155542.96
44742,2559,2014-12-31,A,1756269806.59,452908055.46,1303361751.13
44748,2559,2015-06-30,A,1664116870.64,352698200.81,1311418669.83
44752,2559,2015-12-31,A,2038612318.13,576966386.59,1461645931.54
44758,2559,2016-06-30,A,2051959916.26,598892122.7,1453067793.56
44762,2559,2016-12-31,A,2179441023.42,594592724.44,1584848298.98
44781,2560,2014-06-30,A,1876756007.55,283173366.47,1593582641.08
44786,2560,2014-12-31,A,1967176956.33,362167472.4,1605009483.93
44792,2560,2015-06-30,A,2110451210.51,493995259.86,1616455950.65
44796,2560,2015-12-31,A,2329120123.71,682988451.53,1646131672.18
44802,2560,2016-06-30,A,2616862958.32,938564140.32,1678298818.0
44806,2560,2016-12-31,A,2586713570.4,852963234.59,1733750335.81
44825,2561,2014-06-30,A,2113685533.57,364005693.01,1749679840.56
44832,2561,2014-12-31,A,2322236033.94,434603696.06,1887632337.88
44836,2561,2015-06-30,A,2240515752.87,375424076.86,1865091676.01
44840,2561,2015-12-31,A,2414966647.1,423155671.98,1991810975.12
44846,2561,2016-06-30,A,2368197731.4,409933007.99,1958264723.41
44850,2561,2016-12-31,A,2567211504.51,478870845.12,2088340659.39
44869,2562,2014-06-30,A,1172317926.87,363318883.72,808999043.15
44874,2562,2014-12-31,A,1220749305.37,382155664.32,838593641.05
44880,2562,2015-06-30,A,1155147583.18,302897140.5,852250442.68
44884,2562,2015-12-31,A,2059074121.38,354037037.76,1705037083.62
44890,2562,2016-06-30,A,2196670327.15,556965765.57,1639704561.58
44894,2562,2016-12-31,A,2382047958.5,617898274.2,1764149684.3
44914,2563,2014-06-30,A,9319654816.71,1563027300.12,7756627516.59
44920,2563,2014-12-31,A,10372815343.89,1867153836.31,8505661507.58
44924,2563,2015-06-30,A,9926237467.93,1650485804.9,8275751663.03
44928,2563,2015-12-31,A,11654551843.74,2394101086.76,9260450756.98
44934,2563,2016-06-30,A,11062120475.7,1985244147.02,9076876328.68
44938,2563,2016-12-31,A,12948055130.76,2949188676.51,9998866454.25
44958,2564,2014-06-30,A,6907280377.64,3984891959.59,2922388418.05
44962,2564,2014-12-31,A,6888180204.82,3942656598.44,2945523606.38
44968,2564,2015-06-30,A,7187353434.06,4193654846.17,2993698587.89
44972,2564,2015-12-31,A,6880239195.97,3957155003.67,2923084192.3
44978,2564,2016-06-30,A,6839889663.9,4003617963.28,2836271700.62
44982,2564,2016-12-31,A,17004835549.85,14224209186.92,2780626362.93
45001,2565,2014-06-30,A,3433356852.61,1304551541.12,2128805311.49
45006,2565,2014-12-31,A,3282745370.36,1443731551.6,1839013818.76
45012,2565,2015-06-30,A,3249235359.49,1368242676.29,1880992683.2
45016,2565,2015-12-31,A,3429030609.35,1476333779.06,1952696830.29
45022,2565,2016-06-30,A,3440837902.8,1461763726.47,1979074176.33
45026,2565,2016-12-31,A,3721174913.57,1449915151.94,2271259761.63
45045,2566,2014-06-30,A,2101923699.15,398404628.17,1703519070.98
45050,2566,2014-12-31,A,2490347063.26,739236290.18,1751110773.08
45056,2566,2015-06-30,A,2761619338.56,971835535.75,1789783802.81
45060,2566,2015-12-31,A,2633725562.65,888647276.64,1745078286.01
45066,2566,2016-06-30,A,2786402786.21,975864477.09,1810538309.12
45070,2566,2016-12-31,A,2670720692.29,869671182.66,1801049509.63
45089,2567,2014-06-30,A,3779836869.53,1861806864.94,1918030004.59
45094,2567,2014-12-31,A,3660015933.2,1673074682.84,1986941250.36
45100,2567,2015-06-30,A,3663931039.05,1670040530.29,1993890508.76
45104,2567,2015-12-31,A,4031163008.48,1299776604.66,2731386403.82
45110,2567,2016-06-30,A,3973529353.31,1202238572.03,2771290781.28
45114,2567,2016-12-31,A,4733206213.86,1744498776.08,2988707437.78
45133,2568,2014-06-30,A,696411991.24,23963134.23,672448857.01
45138,2568,2014-12-31,A,667748697.05,18732793.33,649015903.72
45144,2568,2015-06-30,A,2119626132.6,562635162.15,1556990970.45
45147,2568,2015-12-31,A,1819431912.74,823105150.15,996326762.59
45154,2568,2016-06-30,A,1959095978.56,1107631718.1,851464260.46
45158,2568,2016-12-31,A,2453340545.4,853748132.28,1599592413.12
45178,2569,2014-06-30,A,886570907.74,309612552.67,576958355.07
45182,2569,2014-12-31,A,813858415.48,306497010.59,507361404.89
45188,2569,2015-06-30,A,765371427.66,263924393.05,501447034.61
45192,2569,2015-12-31,A,684553588.48,165820992.87,518732595.61
45198,2569,2016-06-30,A,639986748.09,144374294.54,495612453.55
45202,2569,2016-12-31,A,627281197.35,102023347.79,525257849.56
45221,2570,2014-06-30,A,4681288114.28,1064452278.21,3616835836.07
45226,2570,2014-12-31,A,4725867749.82,1155582737.51,3570285012.31
45232,2570,2015-06-30,A,4671020585.65,1222275948.71,3448744636.94
45236,2570,2015-12-31,A,5323500322.16,1656795323.57,3666704998.59
45242,2570,2016-06-30,A,5321952106.47,1908160506.42,3413791600.05
45246,2570,2016-12-31,A,6006553870.99,3099676981.03,2906876889.96
45265,2571,2014-06-30,A,2194323880.61,587136831.24,1607187049.37
45270,2571,2014-12-31,A,2269492614.82,687429961.04,1582062653.78
45276,2571,2015-06-30,A,2151578777.38,564318836.9,1587259940.48
45280,2571,2015-12-31,A,2228755719.12,708660269.98,1520095449.14
45286,2571,2016-06-30,A,2206956593.35,712874112.14,1494082481.21
45290,2571,2016-12-31,A,2005584991.89,536357445.28,1469227546.61
45310,2572,2014-06-30,A,2192709034.7,307307109.23,1885401925.47
45314,2572,2014-12-31,A,2533284686.17,451994020.96,2081290665.21
45320,2572,2015-06-30,A,2775130866.87,700611704.92,2074519161.95
45324,2572,2015-12-31,A,3154316329.89,731289620.73,2423026709.16
45330,2572,2016-06-30,A,3362463469.67,960650118.95,2401813350.72
45334,2572,2016-12-31,A,5338166687.03,1346294997.86,3991871689.17
45353,2573,2014-06-30,A,3970395564.0,1547312712.17,2423082851.83
45358,2573,2014-12-31,A,4810816285.5,2207137666.16,2603678619.34
45364,2573,2015-06-30,A,5189294302.97,2501312843.3,2687981459.67
45368,2573,2015-12-31,A,6541438262.02,3513693673.4,3027744588.62
45374,2573,2016-06-30,A,8999966384.68,5513353272.07,3486613112.61
45378,2573,2016-12-31,A,11216201113.01,7209578383.01,4006622730.0
45397,2574,2014-06-30,A,5975985132.93,2981133782.06,2994851350.87
45402,2574,2014-12-31,A,5002358965.02,1953147170.51,3049211794.51
